Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
F. Honorat,Brest,"RW, LW, LAMF",24,4000000,2025-06-30,886,France,right,180,70,no,8.74,44.19,1.93,36.84,0.11,3.36,1.32,0.1,1.42,64.29,28.571,47.37,2.84,39.29,2.64,1.93,22.25,1.63,30.98,71.48,8.02,62.03,5.38,11.78,22.86,2.74,19.61,0.31,1.83,2.34,56.52,5.08,48,1.12,2.44,6.3,80.65
L. Höler,Freiburg,"CF, RWF",26,4000000,2022-06-30,1002,Germany,right,184,83,no,4.85,53.7,4.76,43.4,0.52,3.09,1.26,0.31,1.62,38.89,5.556,44.44,3.32,51.35,4.67,1.53,15.27,2.34,23.62,70.72,5.3,52.54,5.66,6.47,22.28,0.63,14.31,0.08,0.9,1.62,44.44,1.35,33.33,1.26,0.09,2.51,57.14
O. Nguette,Metz,"CF, LW",26,4000000,2022-06-30,1180,"France, Senegal",right,182,76,no,4.58,48.33,6.56,37.21,0.18,1.84,1.53,0.23,1.22,50,18.75,42.86,7.4,43.3,2.44,2.36,12.13,1.6,19.22,80.16,4.04,62.26,5.11,4.42,18.46,0.31,13.73,0.05,0.84,1.98,65.38,0.69,55.56,0.61,0.23,1.68,77.27
Y. Benrahou,Nîmes,"CF, AMF, LCMF",21,4000000,2023-06-30,463,"France, Morocco",left,170,68,no,3.3,58.82,1.75,22.22,0,2.19,0.78,0.03,1.56,12.5,0,25,3.69,36.84,1.94,1.75,29.16,1.17,36.93,83.68,8.16,73.81,7.39,14.58,30.91,4.47,20.02,0.11,1.56,7.39,65.79,2.72,35.71,0.97,0.19,4.47,86.96
C. Ansaldi,Torino,"LB5, LB, LWB",34,4000000,2021-06-30,415,"Argentina, Italy",right,181,77,no,6.07,57.14,1.08,20,1.02,4.32,1.3,0.17,0.43,100,50,53.33,4.55,47.62,0.22,1.52,27.54,2.17,34.27,77.85,11.93,65.45,5.64,11.71,25.37,6.07,20.43,0.21,0.87,4.55,47.62,3.25,46.67,0.22,1.73,7.16,69.7
Ángel Rodríguez,Getafe,CF,33,4000000,2021-06-30,707,Spain,right,172,65,no,3.82,50,5.35,28.57,0.75,1.32,2.04,0.39,2.67,38.1,19.048,44.44,3.95,32.26,3.06,1.4,10.06,1.27,16.29,73.44,3.56,64.29,3.06,5.98,14.51,0.64,15.23,0,0.13,1.91,53.33,0.76,16.67,0.13,0.51,1.27,80
H. Boudaoui,Nice,"RW, RCMF",21,3600000,2023-06-30,500,Algeria,right,175,61,no,11.52,51.56,2.16,16.67,1.12,4.7,1.62,0.16,0.54,66.67,33.333,0,2.52,64.29,1.8,1.44,26.82,1.08,37.62,77.03,9.54,73.58,9.18,10.44,34.38,1.44,16.04,0.07,0.18,2.88,37.5,1.8,30,0.54,0,3.06,58.82
Z. Ibrahimović,Milan,CF,39,3500000,2021-06-30,561,"Sweden, Bosnia and Herzegovina",right,195,95,no,1.12,14.29,10.27,60.94,0,2.85,1.93,1.55,5.45,47.06,29.412,12.5,1.12,71.43,7.06,0.96,23.74,2.89,30.64,74.87,8.34,69.23,5.45,9.47,28.4,0.96,15.64,0.08,0.96,2.89,83.33,4.33,44.44,2.89,0.16,4.33,88.89
Rubén Rochina,Levante,"RW, LW",29,3500000,2021-06-30,688,Spain,left,182,76,no,8.76,52.24,0.92,42.86,1.47,5.45,1.96,0.13,2.35,22.22,0,47.06,3.92,50,0.92,0.65,32.83,1.83,42.65,80.37,14.39,68.18,7.06,16.61,31.13,9.29,22.63,0.07,0.78,8.11,67.74,6.28,56.25,1.7,1.05,8.63,87.88
Mama Baldé,Dijon,"CF, RAMF",25,3500000,2022-06-30,898,"Guinea-Bissau, Portugal",right,176,69,no,3.61,52.78,8.62,32.56,0.24,1.69,2,0.47,3.31,36.36,15.152,0,3.61,30.56,4.41,1.1,11.22,1.8,14.93,75.84,2.81,53.57,5.01,3.21,14.33,0.2,14.46,0.04,0.2,0.9,55.56,0.8,62.5,0.3,0,1.2,58.33
A. Bobichon,Angers SCO,"LW, LAMF, AMF",25,3500000,2023-06-30,387,France,right,178,75,no,6.74,68.97,2.09,44.44,0,2.33,1.16,0.14,2.09,0,0,100,3.02,69.23,1.86,1.86,25.35,0.47,35.58,86.27,9.77,78.57,9.53,11.63,32.33,2.79,16.19,0.21,1.86,4.65,75,0.93,75,0.7,0.47,4.65,90
M. Pereira Lage,Angers SCO,"LAMF, LW, RAMF",24,3500000,2022-06-30,688,"France, Portugal",right,180,69,no,6.93,58.49,4.45,32.35,0.14,3.38,1.31,0.17,1.7,38.46,23.077,21.43,2.35,55.56,1.83,1.83,15.57,0.78,22.24,76.47,5.49,69.05,5.36,7.06,19.62,0.78,16.64,0.03,0.39,1.96,66.67,1.57,33.33,0.13,0.52,3.79,68.97
Diego Farias,Spezia,"LWF, LW",30,3500000,2022-06-30,609,"Brazil, Italy",right,173,66,yes,3.25,45.45,0.44,66.67,0,1.99,1.03,0.19,1.77,41.67,16.667,11.11,3.25,63.64,5.17,2.81,30.59,2.81,37.83,86.33,5.17,74.29,13.15,12.56,35.32,1.18,17.25,0.16,1.48,2.36,62.5,1.33,77.78,1.63,0.15,3.4,82.61
A. Schöpf,Schalke 04,"RW, RAMF, RB5",26,3500000,2021-06-30,480,Austria,right,178,74,no,6,75,2.63,57.14,0,4.7,0.94,0.02,0.75,0,0,0,1.69,22.22,0.75,1.31,16.88,0.94,27.56,87.76,4.69,72,9.56,6.94,27,0.38,13.16,0.01,0.19,1.88,100,0.38,100,0,0,2.63,78.57
S. Thioub,Angers SCO,"RW, RAMF, LW",25,3500000,2023-06-30,641,"France, Senegal",right,179,75,no,7.86,57.14,1.68,50,0,3.56,1.4,0.13,2.11,13.33,6.667,15.38,9.27,50,3.51,2.81,31.03,0.7,40.72,85.17,9.27,83.33,8.14,13.9,37.77,1.12,16.41,0.25,1.83,3.23,82.61,2.95,61.9,2.67,0.28,4.49,84.38
K. Agudelo,Spezia,"RWF, RW",22,3500000,2023-06-30,543,Colombia,left,178,70,yes,8.62,69.23,3.15,31.58,0.92,2.29,1.16,0.14,1.66,30,10,10,6.96,52.38,2.49,2.82,15.08,1.49,20.39,76.42,3.48,57.14,5.8,7.96,17.57,1.33,20.85,0.18,0.5,1.82,81.82,1.16,28.57,0.5,0,1.82,81.82
K. Onisiwo,Mainz 05,"CF, RAMF, RWF",28,3500000,2022-06-30,633,Austria,right,188,76,no,5.26,67.57,6.54,52.17,0.85,3.73,1.14,0.21,1.99,28.57,7.143,45.45,6.82,50,2.7,1.14,9.1,1.56,15.92,73.21,4.55,59.38,3.27,4.55,13.93,0.57,15.74,0.09,0.57,0.71,100,2.27,43.75,0.85,0.71,2.42,82.35
Asier Villalibre,Athletic Bilbao,"CF, AMF",23,3500000,2023-06-30,661,Spain,left,184,86,no,1.77,53.85,8.31,47.54,0.44,1.1,1.36,0.21,1.36,50,20,12.5,1.5,72.73,3.4,0.68,7.49,1.23,11.57,67.06,3,50,2.72,4.36,10.35,0.14,13.69,0.09,0.41,1.23,55.56,0.95,28.57,0.68,0.27,0.82,33.33
J. Murphy,Newcastle United,"RW, RB5, RB",25,3500000,2021-06-30,599,England,right,173,67,no,8.56,59.65,1.2,12.5,0.14,4.47,1.65,0.07,1.5,30,10,33.33,5.71,50,0.6,2.1,12.17,1.05,22.39,64.43,8.71,48.28,4.51,5.56,15.78,3.91,21.26,0.08,0.6,3.46,30.43,3.91,57.69,1.35,0.9,4.96,63.64
T. Awoniyi,Union Berlin,CF,23,3200000,2023-06-30,707,Nigeria,right,183,74,yes,4.07,53.13,6.75,15.09,0.13,1.66,1.65,0.55,1.91,60,26.667,66.67,3.06,50,4.33,1.27,11.2,2.55,16.55,69.23,3.06,50,3.31,6.11,15.91,0.38,14.81,0.05,0.64,0.89,42.86,0.38,33.33,0.51,0.13,1.65,46.15
S. Okaka,Udinese,CF,31,3000000,2022-06-30,708,"Italy, Nigeria",right,186,90,no,3.94,51.61,4.83,34.21,0.14,1.74,1.78,0.29,1.65,38.46,15.385,33.33,0.76,33.33,3.43,0.76,9.03,0.89,16.53,87.69,2.92,69.57,5.08,4.96,15.89,0.25,13.81,0.07,0.51,0.89,85.71,0.76,83.33,1.02,0.13,0.89,42.86
Sandro Ramírez,Huesca,"CF, LW",25,3000000,2023-06-30,429,Spain,right,176,71,no,3.99,52.63,2.52,25,1,3,1.05,0.33,1.26,100,33.333,25,5.45,42.31,2.94,1.68,14.48,1.68,20.98,74,5.24,76,5.66,6.08,19.09,0.21,15.79,0.12,0.63,2.1,80,1.89,44.44,0.63,0.42,2.94,85.71
Y. Muto,Eibar,CF,28,3000000,2022-06-30,635,Japan,right,178,72,yes,3.26,52.17,8.36,32.2,0,2.55,2.27,0.29,1.7,25,8.333,0,3.4,58.33,2.55,1.42,8.08,1.7,13.18,68.82,3.83,51.85,2.55,3.26,11.48,0.57,13.83,0.02,0.43,1.42,60,0.99,0,0,0.14,0.99,100
F. Ribéry,Fiorentina,CF,37,3000000,2021-06-30,926,France,right,170,73,no,4.96,56.86,1.46,13.33,0.12,1.12,1.56,0.06,0.78,37.5,0,55.56,6.12,52.38,2.82,3.4,30.32,0.97,36.64,90.19,7.48,85.71,8.84,13.7,34.31,1.56,16.45,0.3,1.46,3.6,91.89,2.82,68.97,2.53,0.39,4.86,88
Óscar Plano,Real Valladolid,"LW, LAMF",29,3000000,2023-06-30,1025,Spain,left,178,73,no,7.02,56.25,4.39,32,0.31,5.63,1.32,0.11,0.88,30,10,40,1.93,59.09,1.49,0.61,15.54,1.32,25.81,78.91,8.25,69.15,5.71,7.38,23.18,1.4,17.5,0.04,0.53,3.69,78.57,1.32,66.67,0.61,0.53,4.48,70.59
E. Dina Ebimbe,Dijon,"RW, RAMF, LAMF",20,3000000,2023-06-30,1237,"France, Cameroon",right,183,77,yes,7.28,43,2.69,37.84,0.09,2.75,2.04,0.16,1.96,25.93,3.704,23.81,7.06,49.48,2.91,3.13,18.41,1.02,26.48,79.67,5.82,65,6.91,7.49,24.81,0.51,15.95,0.04,0.44,2.47,70.59,1.53,52.38,0.36,0.44,3.13,79.07
J. Stryger Larsen,Udinese,"RB5, RWB, RB",29,3000000,2022-06-30,676,Denmark,right,180,81,no,5.19,53.85,2.13,37.5,0,3.56,0,0.03,0.27,0,0,26.32,0.93,57.14,0.67,0.93,28.49,2,38.21,81.88,13.71,77.67,5.99,10.65,31.42,4.39,17.98,0.05,0.27,4.26,87.5,2.53,26.32,0.13,0.67,7.86,77.97
Deyverson,Deportivo Alavés,CF,29,3000000,2022-06-30,529,Brazil,right,187,81,yes,3.23,63.16,10.89,62.5,0,6.6,1.02,0.19,1.7,20,10,40,2.04,16.67,3.06,0.51,13.78,3.57,25.35,53.69,8.68,35.29,3.4,8.34,21.1,3.4,18.99,0.13,0.85,5.61,51.52,2.04,16.67,1.02,0.51,4.25,64
M. Coco,Nantes,"RW, LAMF",24,3000000,2023-06-30,801,"Guadeloupe, France",right,184,78,no,8.43,54.67,6.97,46.77,0.68,3.41,2.47,0.15,0.9,0,0,33.33,4.16,51.35,2.13,1.12,22.47,1.24,32.92,76.79,7.42,62.12,10.56,7.98,29.66,1.57,16.48,0.08,0.79,3.48,58.06,1.91,47.06,1.01,0.34,4.38,61.54
Jason,Valencia,RW,26,3000000,2022-06-30,398,Spain,right,178,65,no,8.82,53.85,2.71,16.67,0,5.48,1.13,0.08,0.45,0,0,30,5.65,40,1.13,1.13,13.79,1.58,21.48,64.21,6.11,51.85,3.84,7.01,17.41,2.49,15.81,0.05,0.9,2.04,33.33,2.04,55.56,0.45,0.68,3.62,62.5
D. Caligiuri,Augsburg,"RW, LW",32,3000000,2023-06-30,1241,"Germany, Italy",right,182,80,no,8.92,52.03,2.54,40,0.53,5.7,1.31,0.1,1.16,43.75,25,30,4.93,60.29,1.6,2.61,20.02,2.39,31.18,73.95,11.24,63.87,5,9.14,25.96,3.99,18.5,0.19,1.31,4.28,55.93,2.32,59.38,1.09,0.44,5.95,70.73
R. Faivre,Brest,"LW, RW, RAMF",22,3000000,2024-06-30,1435,France,left,180,69,no,6.4,56.86,1.63,50,0.22,4.18,1.25,0.24,1.76,39.29,14.286,11.11,6.02,55.21,2.26,4.26,27.34,1.32,38.76,82.85,9.85,71.97,9.6,12.48,36.44,1.25,16.85,0.23,1.82,2.89,73.91,1.94,41.94,0.82,0.13,3.95,76.19
Y. Ōsako,Werder Bremen,"CF, AMF",30,3000000,2022-06-30,475,Japan,right,182,71,no,6.06,50,4.93,42.31,0.89,2.44,1.89,0.08,1.33,42.86,0,83.33,5.31,46.43,1.33,0.57,13.45,0.57,23.68,74.4,8.53,57.78,3.41,8.15,21.22,1.52,14.7,0.17,0.95,3.6,57.89,1.89,50,0.57,0.76,3.98,85.71
P. Hamel,Lorient,CF,26,3000000,2023-06-30,800,France,right,189,76,no,5.51,57.14,8.78,43.59,0.64,2.17,2.03,0.43,2.25,40,20,33.33,0.68,16.67,3.04,0.45,10.46,2.7,15.52,71.74,4.05,58.33,4.16,3.04,14.85,0.45,13.55,0.03,0.45,2.03,44.44,1.01,88.89,0.9,0.11,2.03,66.67
M. Ingvartsen,Union Berlin,"LW, LAMF, RW",24,3000000,2022-06-30,572,Denmark,left,187,82,no,4.88,64.52,7.08,44.44,0,3.68,1.57,0.22,1.73,36.36,9.091,40,2.83,33.33,1.42,0.94,13.85,1.1,22.03,79.29,5.03,68.75,7.24,4.41,20.61,0.79,16.6,0.08,0.79,1.89,58.33,1.1,57.14,0.47,0.31,2.99,68.42
M. Bülter,Union Berlin,"LW, LAMF",27,3000000,2022-06-30,540,Germany,right,188,85,no,5.67,50,3,44.44,0.18,3.91,1.17,0.11,1.5,22.22,11.111,33.33,4.67,46.43,1.33,1.83,16.17,1.17,22.83,66.42,5.5,45.45,6.33,6.5,18.17,0.67,18.82,0.1,0.67,1.83,36.36,2.5,60,0,1.5,4.5,62.96
K. Sierhuis,Reims,"CF, AMF",22,3000000,2024-06-30,556,Netherlands,right,180,80,no,5.5,44.12,3.08,36.84,0.22,1.29,1.94,0.2,1.94,33.33,0,20,1.94,41.67,3.72,0.97,14.57,1.78,17.81,66.36,5.5,44.12,3.88,5.18,15.7,1.46,15.13,0.06,0.65,2.43,66.67,1.78,45.45,0.49,0.16,2.43,80
E. Colley,Hellas Verona,"CF, AMF, RWF",20,3000000,2023-06-30,553,Gambia,right,179,75,yes,5.05,51.61,5.7,5.71,1.46,2.29,1.79,0.15,1.46,55.56,0,18.18,4.07,56,2.93,2.44,17.41,2.6,23.27,74.13,4.72,62.07,6.67,6.35,20.83,0.65,18.73,0.06,0.49,3.42,61.9,1.46,55.56,0.65,0.33,2.12,84.62
L. Öztunali,Mainz 05,"RAMF, RWB, RB5",24,2800000,2021-06-30,484,"Germany, Turkey",right,184,80,no,5.95,65.63,1.12,66.67,0.36,6.61,0.37,0.14,0.74,25,0,18.75,3.72,50,2.05,1.3,17.85,1.12,26.96,66.9,8.55,65.22,3.53,8.37,21.2,3.16,21.93,0.08,0.74,3.16,64.71,2.98,50,1.67,0.56,4.83,65.38
M. Koné,Nîmes,"CF, AMF",23,2800000,2023-06-30,432,Senegal,right,175,68,no,2.92,57.14,3.54,23.53,0.58,1.46,0.83,0.13,0.63,66.67,66.667,0,1.88,33.33,2.5,0.63,7.92,1.25,12.92,82.26,3.33,68.75,2.71,3.75,12.71,0.21,15.45,0.07,0.83,1.67,87.5,0.63,100,1.25,0,1.25,83.33
G. Raspadori,Sassuolo,"CF, AMF",20,2800000,2024-06-30,530,Italy,right,172,69,no,2.55,53.33,0.51,33.33,0.24,4.15,0.68,0.1,1.19,0,0,100,2.72,50,2.38,0.85,16.3,0.51,19.53,85.22,3.74,63.64,5.6,5.43,19.02,0.51,14.35,0.08,1.19,0.68,50,1.53,66.67,1.36,0,1.36,75
Jon Morcillo,Athletic Bilbao,"LAMF, LW, RAMF",22,2500000,2023-06-30,489,Spain,left,183,72,no,4.23,43.48,2.21,66.67,0.61,4.9,1.84,0.08,1.84,30,0,27.03,5.52,80,2.76,2.58,18.4,2.94,26.32,64.34,6.44,60,6.44,9.75,17.67,2.58,20.14,0.22,1.66,1.84,70,4.79,26.92,0.55,1.47,5.34,82.76
Jorge De Frutos,Levante,"RW, LW",23,2500000,2025-06-30,597,Spain,right,176,71,no,6.93,56.52,1.51,50,0.22,4.41,1.36,0.2,1.51,50,20,16,5.88,51.28,3.47,1.96,19.75,1.66,26.23,68.97,5.88,61.54,5.43,9.5,21.41,1.21,18.42,0.08,1.36,1.51,50,3.02,35,0.9,0.75,3.62,58.33
Toni Villa,Real Valladolid,"LW, AMF, CF",25,2500000,2023-06-30,446,Spain,right,173,64,no,8.07,57.5,1.61,0,0.59,2.97,1.41,0.06,1.01,40,20,33.33,8.88,47.73,2.22,2.22,20.38,0.81,30.27,80,11.5,78.95,4.44,8.07,27.04,0.81,19.51,0.08,0.81,4.44,86.36,1.82,77.78,0.81,0.81,7.06,80
Q. Boisgard,Lorient,"RW, RWF, LWF",23,2500000,2023-06-30,786,France,left,174,75,no,6.53,45.61,1.95,29.41,0.43,2.29,1.72,0.22,1.83,43.75,6.25,23.08,5.15,48.89,1.72,1.83,17.52,1.72,25.31,76.92,6.41,67.86,6.41,7.1,21.53,1.03,17.38,0.19,1.72,1.83,62.5,2.4,47.62,0.92,0.57,4.12,69.44
A. Laurienté,Lorient,"RW, RWF, RAMF",22,2500000,2024-06-30,671,"France, Guadeloupe",right,171,59,no,5.63,50,2.28,29.41,0.33,2.82,1.74,0.08,2.01,33.33,0,44,6.84,50.98,1.88,3.35,17.03,2.01,25.22,80.85,5.5,75.61,5.37,7.78,20.79,1.48,17.11,0.41,2.95,2.01,93.33,3.49,65.38,1.74,1.21,4.02,90
K. Denkey,Nîmes II,CF,20,2500000,2021-06-30,567,"Togo, France",right,181,81,no,4.13,30.77,4.6,20.69,0,1.59,3.17,0.38,2.54,50,6.25,25,2.22,50,4.13,0.63,10.48,1.11,15.08,74.74,3.33,42.86,4.29,4.29,12.7,2.06,15.69,0.08,0.63,2.06,46.15,1.27,50,0.95,0,1.59,50
Jota,Deportivo Alavés,"RW, RCMF, LW",29,2500000,2021-06-30,636,Spain,left,180,67,no,7.36,61.54,0.99,42.86,0,3.77,1.13,0.04,0.71,0,0,60,2.69,26.32,0.71,1.42,17.55,0.99,26.75,77.78,7.5,66.04,5.94,8.07,23.63,2.55,15.35,0.11,0.42,4.67,51.52,1.7,58.33,0.42,0.42,3.96,67.86
R. Kolo Mouani,Nantes II,CF,22,2500000,2022-06-30,1317,"France, Congo DR",right,187,73,no,3.01,56.82,7.11,35.58,0.08,1.8,1.64,0.28,1.78,34.62,7.692,31.58,6.49,63.16,3.9,2.8,10.11,1.91,15.24,72.2,2.8,48.78,3.49,4.1,13.53,0.62,15.47,0.1,0.89,1.16,58.82,0.89,76.92,1.09,0.27,1.37,60
R. Boudebouz,Saint-Étienne,"CF, AMF, RW",30,2500000,2022-06-30,379,"France, Algeria",left,177,74,no,1.9,75,2.85,16.67,0,3.49,0.95,0.27,1.9,25,0,50,2.61,36.36,1.19,3.32,36.81,0.71,51.77,81.19,14.96,61.9,10.69,18.28,46.07,4.27,17.84,0.24,2.37,9.02,65.79,2.85,25,0,0.95,6.17,88.46
R. Hamouma,Saint-Étienne,CF,33,2500000,2021-06-30,1029,"France, Algeria",right,178,76,no,5.16,49.15,3.76,23.26,0.37,2.11,1.57,0.17,1.4,56.25,18.75,15.79,6.91,44.3,3.94,1.84,19.07,2.01,25.98,68.35,6.12,64.29,5.25,8.57,21.25,1.66,18.81,0.12,0.96,2.8,53.13,2.62,36.67,1.14,0.7,3.32,73.68
A. Finnbogason,Augsburg,CF,31,2500000,2022-06-30,368,Iceland,right,184,80,no,2.69,45.45,4.65,42.11,0.29,2.65,1.22,0.36,1.71,71.43,0,50,1.96,25,3.91,0.73,18.1,2.93,24.95,63.73,6.85,57.14,4.65,8.32,21.28,2.2,16.89,0.23,1.47,2.45,70,2.45,50,1.22,0.73,4.65,63.16
Simy,Crotone,CF,28,2500000,2022-06-30,1261,Nigeria,right,198,84,no,2.64,43.24,4.21,35.59,0,3,1.14,0.38,1.43,55,20,33.33,2.28,53.13,2.78,0.57,9.42,1.5,15.77,84.16,2.5,71.43,4.71,4.85,15.2,0.36,14.63,0.06,0.57,1.28,77.78,0.36,20,0.86,0.07,1.28,72.22
G. Charbonnier,Brest,"CF, AMF",31,2500000,2021-06-30,801,France,right,188,80,no,5.96,45.28,5.73,37.25,0.89,2.23,1.57,0.4,2.25,30,15,50,2.36,47.62,3.37,0.56,25.17,1.46,33.82,80.4,6.85,67.21,9.66,9.89,31.24,1.46,16.25,0.19,1.12,2.36,66.67,2.81,60,1.69,0.56,4.38,76.92
M. Waris,Strasbourg,"RW, RAMF, CF",29,2500000,2022-06-30,402,Ghana,right,172,73,no,2.46,36.36,2.01,33.33,0,2.1,1.12,0.09,0.9,25,0,28.57,2.69,33.33,1.79,3.36,17.24,2.91,21.27,81.05,4.7,66.67,8.28,5.6,19.03,0.9,14.14,0.01,0.22,0.67,100,1.34,50,0.45,0.45,1.79,87.5
A. Nyom,Getafe,"RW, RB, LB",32,2500000,2021-06-30,1113,"France, Cameroon",right,188,78,no,6.79,55.95,4.2,61.54,0.1,4.93,2.26,0.01,0.16,0,0,41.03,3.56,47.73,1.13,0.73,13.75,1.7,25.8,68.97,12.05,58.39,3.96,6.79,18.6,4.2,20.48,0.14,0.81,5.01,53.23,2.99,45.95,0.24,1.21,5.74,71.83
Miguel Baeza,Celta de Vigo,"RW, LAMF, AMF",20,2500000,2025-06-30,381,Spain,left,177,76,no,4.96,52.38,2.83,33.33,0,2.73,0.71,0.46,1.89,25,12.5,100,2.6,63.64,2.83,1.18,18.43,1.18,23.15,91.84,5.91,80,7.32,6.61,21.97,0.94,14.17,0.12,0.71,2.36,90,0.94,100,0.94,0.24,2.83,66.67
Ui-Jo Hwang,Bordeaux,"LW, CF, RW",28,2500000,2023-06-30,884,Korea Republic,right,185,78,no,3.46,47.06,3.87,36.84,0.12,2.77,1.12,0.42,2.75,29.63,7.407,62.5,3.56,45.71,3.16,1.73,15.88,1.63,17.82,82.29,2.14,57.14,7.53,5.19,16.6,0.51,15.52,0.07,0.2,0.92,77.78,0.92,66.67,0.61,0.41,1.63,62.5
Álvaro Giménez,Cádiz,CF,29,2500000,2023-06-30,382,Spain,right,182,78,no,3.53,53.33,10.37,40.91,0.28,1.98,1.18,0.25,0.94,50,50,0,0.94,50,1.88,0.24,7.3,1.65,15.31,66.15,4.24,38.89,3.77,4.24,14.37,0.94,15.18,0,0.24,2.36,50,0.94,50,0.47,0,1.88,12.5
A. Lozano,Cádiz,CF,27,2500000,2023-06-30,537,Honduras,right,183,74,no,3.69,40.91,9.05,38.89,0.33,0.99,3.52,0.27,1.51,77.78,11.111,33.33,4.02,50,3.18,2.51,6.87,1.68,12.74,64.47,4.19,60,1.51,3.85,11.06,0.5,18.14,0.06,0.5,1.51,66.67,1.34,62.5,0.5,0.5,1.34,87.5
Salvi Sánchez,Cádiz,RW,29,2500000,2022-06-30,986,Spain,right,175,64,no,4.66,56.86,1.83,30,0.09,2.91,0.82,0.11,0.82,44.44,22.222,30.16,3.38,59.46,1.37,1.37,16.06,3.19,21.72,61.76,5.57,50.82,4.93,6.57,13.97,2.37,20.19,0.09,0.73,1.37,53.33,4.2,34.78,0.09,1.55,4.2,65.22
M. Klimowicz,Stuttgart,"CF, AMF",20,2500000,2024-06-30,553,"Argentina, Germany",right,179,71,no,4.88,60,0.81,60,0.59,1.57,1.46,0.46,3.25,40,5,0,3.09,68.42,3.74,1.79,14.32,0.98,17.9,81.82,3.74,60.87,4.07,4.72,16.93,0.65,14.04,0.04,0.81,1.79,81.82,0.16,100,0.65,0,1.46,88.89
T. Inui,Eibar,"LW, AMF, RW",32,2400000,2022-06-30,1076,Japan,right,169,63,no,4.35,50,1.67,15,0.46,2.76,1.34,0.11,1.76,47.62,0,30.19,5.44,60,2.17,2.51,15.47,1.25,22.67,70.11,6.44,63.64,5.94,7.78,16.81,1.92,21.35,0.07,0.59,2.26,51.85,3.68,34.09,0.67,1.25,3.43,65.85
Kike García,Eibar,CF,31,2400000,2021-06-30,1171,Spain,right,186,79,no,3.23,57.14,10.45,42.65,0.12,2.9,2.08,0.38,2.38,38.71,12.903,29.41,3.38,47.73,3.61,0.69,11.22,2.54,21.44,74.91,5.3,55.07,6.76,4.07,19.52,0.61,15.02,0.05,0.61,2.15,50,1.31,29.41,0.31,0.38,1.46,57.89
J. Thielmann,Köln,"CF, LW, LWF",18,2300000,2022-06-30,621,Germany,right,178,72,no,5.94,56.1,2.03,57.14,0.58,2.32,1.01,0.08,1.01,42.86,14.286,26.67,1.16,62.5,0.72,1.3,17.54,2.75,26.52,68.31,8.26,49.12,5.94,6.96,21.88,2.9,19.96,0.04,0.43,4.06,64.29,1.45,20,0.14,0.29,5.65,71.79
L. Diony,Angers SCO,CF,28,2200000,2023-06-30,539,"France, Martinique",right,183,82,no,3.51,52.38,7.85,38.3,0.41,2.69,1.17,0.22,1.34,62.5,25,20,4.34,53.85,3.17,1,9.18,2.67,16.7,71,1.84,81.82,6.35,4.34,13.86,1,16.81,0,0.33,0.83,60,2.17,30.77,0.67,0,1.17,85.71
Enric Gallego,Osasuna,CF,34,2000000,2022-06-30,556,Spain,left,190,79,no,4.53,32.14,16.67,53.4,0.19,2.29,1.94,0.15,1.46,33.33,0,9.09,1.94,41.67,3.08,0.32,12.63,4.05,19.91,60.98,5.34,69.7,4.05,5.67,17.97,0.32,17.34,0,0.16,4.05,72,1.62,30,0.32,0,3.08,63.16
Martín Merquelanz,Real Sociedad,"RW, LAMF, LWF",25,2000000,2025-06-30,367,Spain,left,176,72,no,4.17,47.06,1.72,14.29,0,4.78,0.98,0.09,1.47,50,0,16.67,3.19,53.85,2.45,1.72,23.54,1.96,31.39,72.66,6.87,53.57,6.87,10.79,25.99,0.98,21.07,0.26,2.21,2.94,58.33,3.43,35.71,1.47,0.98,4.17,64.71
Borja García,Huesca,"LW, LCMF, AMF",30,2000000,2023-06-30,1024,Spain,right,175,72,no,3.16,58.33,1.85,47.62,0.35,4.29,0.35,0.1,1.14,15.38,7.692,42.86,4.31,53.06,1.85,2.2,27.77,0.97,40.96,88.2,9.49,75.93,9.93,13.18,37,2.72,16.33,0.11,1.05,3.69,83.33,1.93,50,0.88,0.53,4.83,72.73
Junior Messias,Crotone,"CF, RCMF3",29,2000000,,1333,Brazil,left,179,70,no,6.89,56.86,3.17,31.91,0.24,2.93,1.15,0.2,2.57,34.21,13.158,33.33,7.7,62.28,2.36,3.78,17.49,2.09,26.2,78.09,6.01,61.8,5.6,8.84,23.43,1.01,17.04,0.03,0.34,2.63,61.54,2.77,43.9,1.01,0.61,3.31,71.43
